id,document_nr,title,contact_id,contact_sub_id,user_id,project_id,logopaper_id,language_id,bank_account_id,currency_id,payment_type_id,header,footer,total_gross,total_net,total_taxes,total_received_payments,total_credit_vouchers,total_remaining_payments,total,total_rounding_difference,mwst_type,mwst_is_net,show_position_taxes,is_valid_from,is_valid_to,contact_address,kb_item_status_id,reference,api_reference,viewed_by_client_at,updated_at,esr_id,qr_invoice_id,template_slug,taxs,network_link
58,RE-00058,"Gesuche - Erlistrasse 8a/10a, 6312 Steinhausen ZG",4,,1,40.0,1,1,1,1,4,Guten Tag Herr Stalder<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,880.000000,880.000000,67.7600,947.750000,0.000000,0.0000,947.750000,-0.01,0,True,False,2022-07-22,2022-08-20,"Stalder-Rüttimann GmbH
Unterdorf 12
5636 Benzenschwil
Schweiz",9,"Erlistrasse 8a/10a, 6312 Steinhausen ZG",,,2022-09-23 10:25:48,43,43,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '67.7600'}]",
59,RE-00059,"Gebäudeanalyse + kant. Förderantrag Flachdach,  Constri",12,,1,12.0,1,1,1,1,4,Guten Tag Herr&nbsp;Getzmann<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,7560.000000,6528.150000,502.6663,7030.800000,0.000000,0.0000,7030.800000,0.0,0,False,False,2022-07-22,2022-08-20,"Constri AG
Stefan Getzmann
Feldstrasse 20
5107 Schinznach-Dorf
Schweiz",9,"Constri, Feldstrasse 20, 5107 Schinznach-Dorf",,,2022-09-23 10:25:48,44,44,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '502.6663'}]",
60,RE-00060,"GEAK®Plus, EFH, Kt. AG",13,,1,6.0,1,1,1,1,4,Guten Tag&nbsp;Herr&nbsp;Fingerle<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1100.000000,949.850000,150.1393,1100.000000,0.000000,0.0000,1100.000000,0.0,0,False,False,2022-07-22,2022-08-20,"Herr
David Fingerle
Heuweg 18
5706 Boniswil
Schweiz",9,"EFH, Heuweg 18, 5706 Boniswil",,,2022-10-23 11:01:15,45,45,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '150.1393'}]",
61,RE-00061,"GA - Aspstr.15, Seuzach",17,,1,15.0,1,1,1,1,4,Guten Tag Herr Brunner<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,5290.000000,4804.550000,485.4503,5290.000000,0.000000,0.0000,5290.000000,0.0,0,False,False,2022-08-22,2022-09-20,"Sprenger Söhne Holzbau AG
Hans Brunner
Aspstrasse 15
8472 Seuzach
Schweiz",9,,,,2022-10-23 11:06:11,46,46,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '485.4503'}]",
62,RE-00062,Gebäudeanalyse - Sprenger Söhne Holzbau AG,52,,1,,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1500.000000,1500.000000,0.0000,1500.000000,0.000000,0.0000,1500.000000,0.0,0,True,False,2022-08-22,2022-09-20,"Amt für Abfall, Wasser, Energie, Luft
Sektion Energiewirtschaft
Stampfenbachstrasse 12
8090 Zürich
Schweiz",9,,,,2022-12-27 16:39:56,47,47,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
63,RE-00063,"Förderbeitrag G+ Unt. Haldenstr.4, Villnachern, EFH",26,,1,,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1000.000000,1000.000000,0.0000,1000.000000,0.000000,0.0000,1000.000000,0.0,0,False,False,2022-08-25,2022-09-26,"Departement Bau, Verkehr, Umwelt
Zentrale Rechnungsstelle
Postfach 2504
5001 Aarau
Schweiz",9,"Untere Haldenstr.4, Villnachern, EFH",,,2022-10-17 18:28:36,48,48,622f308b87e2d83a3d360505,"[{'percentage': '0.00', 'value': '0.0000'}]",
70,RE-00070,"Förderbeitrag GEAK+ Staldenstr.17, Untersiggenthal AG",30,,1,44.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1000.000000,1000.000000,0.0000,1000.000000,0.000000,0.0000,1000.000000,0.0,0,True,False,2022-08-31,2022-09-29,"Departement Bau, Verkehr, Umwelt
Zentrale Rechnungsstelle
Postfach 2504
5001 Aarau
Schweiz",9,"Staldenstr.17, Untersiggenthal AG",,,2022-10-17 18:28:36,50,50,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
72,RE-00072,"GEAK®Plus, EFH, Kt. AG - Untere Haldenstr.4, Villnachern",36,,1,45.0,1,1,1,1,4,Guten Tag Herr&nbsp;Hasler<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,,1100.000000,949.850000,150.1393,1100.000000,0.000000,0.0000,1100.000000,0.0,0,False,False,2022-09-02,2022-10-01,"Herr
David Hasler
Dorfstrasse 4
5213 Villnachern
Schweiz",9,"Untere Haldenstr.4, Villnachern",,,2022-10-23 11:09:44,51,51,622f308b87e2d83a3d360505,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '150.1393'}]",
75,RE-00075,"Kasernenstr.3/7, Bülach",2,,1,52.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,210.000000,210.000000,16.1700,226.150000,0.000000,0.0000,226.150000,-0.02,0,True,False,2022-09-02,2022-10-01,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-17 18:28:36,52,52,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '16.1700'}]",
77,RE-00077,"Mittl. Gstücktstr.6, Bülach, EFH NB",2,21.0,1,51.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,192.500000,192.500000,14.8225,207.300000,0.000000,0.0000,207.300000,-0.02,0,True,False,2022-09-02,2022-10-01,"AQUA rep AG
Herr Redzepi Sead
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-17 18:28:36,53,53,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '14.8225'}]",
79,RE-00079,"Gätterli 21, Bachenbülach ZH - OF/GES",2,,1,43.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,210.000000,210.000000,16.1700,226.150000,0.000000,0.0000,226.150000,-0.02,0,True,False,2022-09-02,2022-10-01,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-17 18:28:36,54,54,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '16.1700'}]",
80,RE-00080,"Ausführungsplanung HLS, Albisstrasse 5, Wigger, 6330 Cham",4,20.0,1,22.0,1,1,1,1,4,Guten Tag Herr&nbsp;Stalder<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,625.000000,625.000000,48.1250,673.150000,0.000000,0.0000,673.150000,0.02,0,True,False,2022-09-02,2022-10-01,"Stalder-Rüttimann GmbH
Herr Stalder Yvan
Unterdorf 12
5636 Benzenschwil
Schweiz",9,,,,2022-10-17 18:28:36,55,55,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '48.1250'}]",
81,RE-00081,"Planung H/S - Erni, Guggibadstr.6, Schongau",4,,1,38.0,1,1,1,1,4,Guten Tag Herr Stalder<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,2610.000000,2610.000000,200.9700,2810.950000,0.000000,0.0000,2810.950000,-0.02,0,True,False,2022-09-02,2022-10-01,"Stalder-Rüttimann GmbH
Unterdorf 12
5636 Benzenschwil
Schweiz",9,"Erni, Guggibadstr.6, Schongau",,,2022-10-17 18:28:36,56,56,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '200.9700'}]",
83,RE-00083,"Planung HLK - Gassenacker 10, Rickenbach ZH, NB MFH",11,,1,,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,,2400.000000,2400.000000,184.8000,2584.800000,0.000000,0.0000,2584.800000,0.0,0,True,False,2022-09-02,2022-10-01,"nosh gmbh
Tösstalstrasse 230
8405 Winterthur
Schweiz",9,"Gassenacker 10, 8545 Rickenbach, Neubau MFH",,,2022-10-17 18:28:36,57,57,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '184.8000'}]",
84,RE-00084,"Planung S - Gassenacker 10, Rickenbach ZH, NB MFH",11,,1,,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,2500.000000,2500.000000,192.5000,2692.500000,0.000000,0.0000,2692.500000,0.0,0,True,False,2022-09-02,2022-10-01,"nosh gmbh
Tösstalstrasse 230
8405 Winterthur
Schweiz",9,"Gassenacker 10, 8545 Rickenbach, Neubau MFH",,,2022-10-17 18:28:36,58,58,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '192.5000'}]",
85,RE-00085,"GEAK®Plus, EFH, Kt. SO - Jurastr.88, 2544 Bettlach",41,,1,47.0,1,1,1,1,4,Sehr geehrter Herr von Arx<br /><br />Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1100.000000,942.700000,157.2888,1100.000000,0.000000,0.0000,1100.000000,0.0,0,False,False,2022-09-07,2022-10-13,"Herr
Cäsar Von Arx
Jurastrasse 88
2544 Bettlach
Schweiz",9,"Jurastrasse 88, 2544 Bettlach SO, EFH",,,2022-12-08 14:21:52,59,59,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '157.2888'}]",
86,RE-00086,"GEAK®Plus, MFH, Kt. LU - Schlössliring 7, Wolhusen LU",51,,1,,1,1,1,1,4,Guten Tag Vlastimir Stojkovic<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,2100.000000,1871.200000,228.7837,2100.000000,0.000000,0.0000,2100.000000,0.0,0,False,False,2022-09-15,2022-10-14,"Herr
Vlastimir Stojkovic
Schlössliring 7
6110 Wolhusen
Schweiz",9,"Schlössliring 7, 6110 Wolhusen LU, 3-Familienhaus",,,2022-12-08 14:21:52,60,60,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '228.7837'}]",
89,RE-00089,"Devis S - Feuerwehrstr.9-1, 9400 Rohrschach, WÜB 26 Whg",5,,1,54.0,1,1,1,1,4,Guten Tag Herr&nbsp;<span>Kajtazi</span><br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,557.100000,557.100000,42.8967,600.000000,0.000000,0.0000,600.000000,0.0,0,True,False,2022-09-23,2022-10-22,"AQUASANI GmbH
Jozef Kajtazi
Wuhrstrasse 2
8580 Amriswil
Schweiz",9,"Feuerwehrstr.9-1, 9400 Rohrschach, WÜB 26 Whg",,,2022-12-08 14:21:52,61,61,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '42.8967'}]",
90,RE-00090,"GEAK®Plus, EFH, Kt. AG - Staldenstr.17, Untersiggenthal AG",30,,1,44.0,1,1,1,1,4,Guten Tag Herr Obrist<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1130.000000,977.700000,152.2841,1130.000000,0.000000,0.0000,1130.000000,0.0,0,False,False,2022-09-23,2022-10-22,"Herr
Michael Obrist
Staldenstrasse 17
5417 Untersiggenthal
Schweiz",9,"Staldenstr.17, Untersiggenthal AG",,,2022-10-17 18:28:36,62,62,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '152.2841'}]",
91,RE-00091,"Impulsb EFH - Oesterliwaldweg 4, Baden, EFH",40,,1,57.0,1,1,1,1,4,Guten Tag Eidgenössische Finanzverwaltung EFV<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,450.000000,417.850000,32.1727,450.000000,0.000000,0.0000,450.000000,0.0,0,False,False,2022-09-30,2022-11-30,"Eidgenössische Finanzverwaltung EFV
Bundesgasse 3
3003 Bern
Schweiz",9,"Oesterliwaldweg 4, Baden, EFH",,,2022-12-27 19:20:30,63,63,622f308b87e2d83a3d360505,"[{'percentage': '7.70', 'value': '32.1727'}]",
92,RE-00092,"Gätterli 21, Bachenbülach ZH - OF/GES",2,,1,43.0,1,1,1,1,4,Guten Tag<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1120.000000,1120.000000,86.2400,1206.250000,0.000000,0.0000,1206.250000,0.01,0,True,False,2022-09-30,2022-10-29,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-12-08 14:21:53,64,64,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '86.2400'}]",
93,RE-00093,"Planung Sanitär, Am Rebberg, Goldach SG",2,21.0,1,26.0,1,1,1,1,4,Guten Tag<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,245.000000,245.000000,18.8650,263.850000,0.000000,0.0000,263.850000,-0.02,0,True,False,2022-09-30,2022-10-29,"AQUA rep AG
Herr Redzepi Sead
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-12-08 14:21:53,65,65,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '18.8650'}]",
94,RE-00094,"Planung Sanitär, Lindenstr. 20/22, Frauenfeld",2,21.0,1,25.0,1,1,1,1,4,Guten Tag<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,87.500000,87.500000,6.7375,94.250000,0.000000,0.0000,94.250000,0.01,0,True,False,2022-09-30,2022-10-29,"AQUA rep AG
Herr Redzepi Sead
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-12-08 14:21:53,66,66,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '6.7375'}]",
95,RE-00095,"Gesuche - Luzernerstr.37, Cham, Zwyssig, MFH",4,,1,48.0,1,1,1,1,4,Sehr geehrte Damen und Herren<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,420.000000,420.000000,32.3400,452.350000,0.000000,0.0000,452.350000,0.01,0,True,False,2022-09-30,2022-10-29,"Stalder-Rüttimann GmbH
Yvan Stalder
Unterdorf 12
5636 Benzenschwil
Schweiz",9,,,,2022-12-08 14:21:52,67,67,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '32.3400'}]",
96,RE-00096,,76,,2,,1,1,1,1,4,Guten Tag Beat und Selina Schneider und Spälti<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1100.000000,949.850000,150.1393,1100.000000,0.000000,0.0000,1100.000000,0.0,0,False,False,2022-01-10,2022-02-08,"Herr & Frau
Beat und Selina Schneider und Spälti
Riedwiesstrasse 31
5412 Gebenstorf
Schweiz",9,,,,2022-10-23 11:15:57,68,68,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '150.1393'}]",
98,RE-00098,"EN/Ges - Platanenweg, Meisterschw, NB MFH",4,20.0,1,59.0,1,1,1,1,4,Guten Tag Yvan<br /><br />Danke f&uuml;r Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br /><br />Freundliche Gr&uuml;sse<br />Kevin Imhoff,1050.000000,1050.000000,80.8500,1130.850000,0.000000,0.0000,1130.850000,0.0,0,True,False,2022-10-08,2022-11-06,"Stalder-Rüttimann GmbH
Yvan Stalder
Herr Yvan Stalder
Unterdorf 12
5636 Benzenschwil
Schweiz",9,,,,2022-12-08 14:21:53,69,69,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '80.8500'}]",
99,RE-00099,,26,,2,,1,1,1,1,4,"Guten Tag Departement Bau, Verkehr, Umwelt<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1000.000000,1000.000000,0.0000,1000.000000,0.000000,0.0000,1000.000000,0.0,0,True,False,2022-01-10,2022-02-08,"Departement Bau, Verkehr, Umwelt
Zentrale Rechnungsstelle
Postfach 2504
5001 Aarau
Schweiz",9,,,,2022-10-25 10:19:10,70,70,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
100,RE-00100,,26,,2,,1,1,1,1,4,"Guten Tag Departement Bau, Verkehr, Umwelt<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,350.000000,350.000000,0.0000,350.000000,0.000000,0.0000,350.000000,0.0,0,True,False,2022-01-10,2022-02-08,"Departement Bau, Verkehr, Umwelt
Zentrale Rechnungsstelle
Postfach 2504
5001 Aarau
Schweiz",9,,,,2022-10-25 10:18:32,71,71,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
101,RE-00101,,83,,2,,1,1,1,1,4,Guten Tag Peter Willi<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,3180.000000,2845.400000,334.5961,3180.000000,0.000000,0.0000,3180.000000,0.0,0,False,False,2022-02-01,2022-03-02,"Herr
Peter Willi
Dotzmattstrasse 2
5070 Frick
Schweiz",9,,,,2022-10-25 14:47:48,72,72,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '334.5961'}]",
102,RE-00102,,26,,2,,1,1,1,1,4,"Guten Tag Departement Bau, Verkehr, Umwelt<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1500.000000,1500.000000,0.0000,1500.000000,0.000000,0.0000,1500.000000,0.0,0,True,False,2022-02-01,2022-03-02,"Departement Bau, Verkehr, Umwelt
Zentrale Rechnungsstelle
Postfach 2504
5001 Aarau
Schweiz",9,,,,2022-10-25 15:26:53,73,73,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
103,RE-00103,,84,,2,,1,1,1,1,4,Guten Tag Gross Generalunternehmung AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,2850.000000,2539.000000,311.0028,2850.000000,0.000000,0.0000,2850.000000,0.0,0,False,False,2022-02-02,2022-03-03,"Gross Generalunternehmung AG
Kirchgasse 7
5201 Brugg
Schweiz",9,,,,2022-10-25 15:08:26,74,74,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}, {'percentage': '7.70', 'value': '311.0028'}]",
104,RE-00104,,26,,2,,1,1,1,1,4,"Guten Tag Departement Bau, Verkehr, Umwelt<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:",Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1500.000000,1500.000000,0.0000,1500.000000,0.000000,0.0000,1500.000000,0.0,0,True,False,2022-02-02,2022-03-03,"Departement Bau, Verkehr, Umwelt
Zentrale Rechnungsstelle
Postfach 2504
5001 Aarau
Schweiz",9,,,,2022-10-25 15:28:00,75,75,6228622cf9f3e7797d45edb2,"[{'percentage': '0.00', 'value': '0.0000'}]",
105,RE-00105,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,157.500000,157.500000,12.1275,169.650000,0.000000,0.0000,169.650000,0.02,0,True,False,2022-02-04,2022-03-05,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-25 10:37:25,76,76,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '12.1275'}]",
106,RE-00106,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,332.500000,332.500000,25.6025,358.100000,0.000000,0.0000,358.100000,0.0,0,True,False,2022-02-04,2022-03-05,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-25 10:38:26,77,77,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '25.6025'}]",
107,RE-00107,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,927.500000,927.500000,71.4175,998.900000,0.000000,0.0000,998.900000,-0.02,0,True,False,2022-02-04,2022-03-05,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-25 10:36:25,78,78,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '71.4175'}]",
108,RE-00108,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,840.000000,840.000000,64.6800,904.700000,0.000000,0.0000,904.700000,0.02,0,True,False,2022-02-04,2022-03-05,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-25 10:37:58,79,79,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '64.6800'}]",
109,RE-00109,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,332.500000,332.500000,25.6025,358.100000,0.000000,0.0000,358.100000,0.0,0,True,False,2022-02-04,2022-03-05,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-25 10:36:57,80,80,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '25.6025'}]",
110,RE-00110,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,577.500000,577.500000,44.4675,621.950000,0.000000,0.0000,621.950000,-0.02,0,True,False,2022-03-09,2022-04-07,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-09 18:14:10,81,81,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '44.4675'}]",
111,RE-00111,,2,,2,,1,1,1,1,4,Guten Tag AQUA rep AG<br/><br/>Danke für Ihr Vertrauen. Ihre Rechnung setzt sich wie folgt zusammen:,Sie haben Fragen? Melden Sie sich bei uns.<br/><br/>Freundliche Grüsse<br/>Kevin Imhoff,1417.500000,1417.500000,109.1475,1526.650000,0.000000,0.0000,1526.650000,0.0,0,True,False,2022-03-09,2022-04-07,"AQUA rep AG
Gjuchstrasse 1
8905 Arni
Schweiz",9,,,,2022-10-09 18:13:41,82,82,6228622cf9f3e7797d45edb2,"[{'percentage': '7.70', 'value': '109.1475'}]",
