id,ref_id,ref_class,date,debit_account_id,credit_account_id,description,amount,currency_id,ref_uuid
899,86.0,KbClientAccountEntry,2022-07-13T00:00:00+02:00,115,113,Zahlungseingang,659.65,1,
901,,,2021-01-01T00:00:00+01:00,216,129,Korrektur MWST Lizenz CAD Per. 2019-2020,277.2,1,
902,,,2021-09-14T00:00:00+02:00,163,107,SIA Normen für Energieausweise,111.42,1,
903,,,2021-09-14T00:00:00+02:00,112,107,SIA Normen für Energieausweise,8.58,1,
904,,,2021-01-31T00:00:00+01:00,208,231,Skype,50.0,1,
905,,,2021-01-31T00:00:00+01:00,111,231,Skype,3.85,1,
906,,,2021-02-28T00:00:00+01:00,208,231,Skype,10.0,1,
907,,,2021-02-28T00:00:00+01:00,111,231,Skype,0.77,1,
908,,,2021-03-31T00:00:00+02:00,208,231,Skype,10.0,1,
909,,,2021-03-31T00:00:00+02:00,111,231,Skype,0.77,1,
910,,,2021-07-09T00:00:00+02:00,194,135,Fahrzeugreinigung,23.21,1,
911,,,2021-07-09T00:00:00+02:00,111,135,Fahrzeugreinigung,1.79,1,
912,,,2021-12-06T00:00:00+01:00,163,135,Kopien GEAK,5.99,1,
913,,,2021-12-06T00:00:00+01:00,112,135,Kopien GEAK,0.46,1,
914,,,2021-07-16T00:00:00+02:00,211,135,Kundenessen,140.67,1,
915,,,2021-07-16T00:00:00+02:00,111,135,Kundenessen,10.83,1,
916,,,2021-11-23T00:00:00+01:00,235,135,Diverses,47.45,1,
917,,,2021-11-23T00:00:00+01:00,111,135,Diverses,3.65,1,
918,,,2021-11-23T00:00:00+01:00,235,135,Diverses,1.07,1,
919,,,2021-11-23T00:00:00+01:00,111,135,Diverses,0.03,1,
920,,,2021-11-09T00:00:00+01:00,202,135,Büromaterial,16.53,1,
921,,,2021-11-09T00:00:00+01:00,111,135,Büromaterial,1.27,1,
922,,,2021-11-09T00:00:00+01:00,232,135,Verpflegung,3.07,1,
923,,,2021-11-09T00:00:00+01:00,111,135,Verpflegung,0.08,1,
924,,,2021-12-08T00:00:00+01:00,211,135,Kundengeschenke,201.66,1,
925,,,2021-12-08T00:00:00+01:00,111,135,Kundengeschenke,5.04,1,
926,,,2021-12-07T00:00:00+01:00,235,135,Kabel,15.55,1,
927,,,2021-12-07T00:00:00+01:00,111,135,Kabel,1.2,1,
928,,,2021-11-15T00:00:00+01:00,232,135,Verpflegung,51.49,1,
929,,,2021-11-15T00:00:00+01:00,111,135,Verpflegung,3.96,1,
930,,,2021-11-15T00:00:00+01:00,232,135,Verpflegung,28.88,1,
931,,,2021-11-15T00:00:00+01:00,111,135,Verpflegung,0.72,1,
932,,,2021-11-03T00:00:00+01:00,232,135,Migros,5.12,1,
933,,,2021-11-03T00:00:00+01:00,111,135,Migros,0.13,1,
934,,,2021-11-01T00:00:00+01:00,187,135,Geschäftsessen,44.75,1,
935,,,2021-11-01T00:00:00+01:00,111,135,Geschäftsessen,3.45,1,
936,,,2021-11-19T00:00:00+01:00,235,135,Inneneinrichtung,77.86,1,
937,,,2021-11-19T00:00:00+01:00,111,135,Inneneinrichtung,5.99,1,
938,,,2021-11-19T00:00:00+01:00,235,135,Inneneinrichtung,58.68,1,
939,,,2021-11-19T00:00:00+01:00,111,135,Inneneinrichtung,1.47,1,
940,,,2021-11-01T00:00:00+01:00,235,135,Inneneinrichtung,111.42,1,
941,,,2021-11-01T00:00:00+01:00,111,135,Inneneinrichtung,8.58,1,
942,,,2021-12-08T00:00:00+01:00,211,135,Kundengeschenke,33.66,1,
943,,,2021-12-08T00:00:00+01:00,111,135,Kundengeschenke,0.84,1,
944,,,2021-12-08T00:00:00+01:00,211,135,Kundengeschenke,0.23,1,
945,,,2021-12-08T00:00:00+01:00,111,135,Kundengeschenke,0.02,1,
946,,,2021-11-03T00:00:00+01:00,235,135,Pflanzen,142.53,1,
947,,,2021-11-03T00:00:00+01:00,111,135,Pflanzen,10.97,1,
948,,,2021-11-03T00:00:00+01:00,235,135,Pflanzen,310.2,1,
949,,,2021-11-03T00:00:00+01:00,111,135,Pflanzen,7.75,1,
950,,,2021-11-12T00:00:00+01:00,232,135,Coop,7.41,1,
951,,,2021-11-12T00:00:00+01:00,111,135,Coop,0.19,1,
952,,,2021-11-19T00:00:00+01:00,235,135,Inneneinrichtung,515.6,1,
953,,,2021-11-19T00:00:00+01:00,111,135,Inneneinrichtung,39.7,1,
954,,,2021-07-22T00:00:00+02:00,187,135,NLBar,190.0,1,
956,,,2021-02-26T00:00:00+01:00,202,135,Briefmarken,60.0,1,
957,,,2021-02-26T00:00:00+01:00,111,135,Briefmarken,0.0,1,
958,,,2021-02-26T00:00:00+01:00,202,135,Dokumente,10.77,1,
959,,,2021-02-26T00:00:00+01:00,111,135,Dokumente,0.83,1,
960,,,2021-07-13T00:00:00+02:00,202,135,Briefmarken,90.0,1,
961,,,2021-07-13T00:00:00+02:00,111,135,Briefmarken,0.0,1,
962,,,2021-11-09T00:00:00+01:00,202,135,Paket,6.5,1,
963,,,2021-11-09T00:00:00+01:00,111,135,Paket,0.5,1,
964,56.0,KbInvoice,2022-07-22T00:00:00+02:00,113,222,"Gesuche - Brunnäckerstr.15, Bettwil AG, Luginbühl",440.0,1,
965,56.0,KbInvoice,2022-07-22T00:00:00+02:00,113,105,"Gesuche - Brunnäckerstr.15, Bettwil AG, Luginbühl",33.88,1,
966,56.0,KbInvoice,2022-07-22T00:00:00+02:00,113,97,"Gesuche - Brunnäckerstr.15, Bettwil AG, Luginbühl",0.02,1,
967,57.0,KbInvoice,2022-07-22T00:00:00+02:00,113,222,"Gesuche - Martinsstr.15, Boswil AG, Raffi",310.0,1,
968,57.0,KbInvoice,2022-07-22T00:00:00+02:00,113,105,"Gesuche - Martinsstr.15, Boswil AG, Raffi",23.87,1,
969,57.0,KbInvoice,2022-07-22T00:00:00+02:00,97,113,"Gesuche - Martinsstr.15, Boswil AG, Raffi",0.02,1,
970,58.0,KbInvoice,2022-07-22T00:00:00+02:00,113,222,"Gesuche - Erlistrasse 8a/10a, 6312 Steinhausen ZG",880.0,1,
971,58.0,KbInvoice,2022-07-22T00:00:00+02:00,113,105,"Gesuche - Erlistrasse 8a/10a, 6312 Steinhausen ZG",67.76,1,
972,58.0,KbInvoice,2022-07-22T00:00:00+02:00,97,113,"Gesuche - Erlistrasse 8a/10a, 6312 Steinhausen ZG",0.01,1,
983,94.0,KbClientAccountEntry,2022-07-13T00:00:00+02:00,115,113,Zahlungseingang,584.25,1,
984,95.0,KbClientAccountEntry,2022-07-13T00:00:00+02:00,115,113,Zahlungseingang,358.1,1,
985,,,2021-04-22T00:00:00+02:00,224,107,Adrian Broger,725.0,1,
987,,,2021-12-27T00:00:00+01:00,208,135,HIFI Anlage,558.22,1,
988,,,2021-12-27T00:00:00+01:00,111,135,HIFI Anlage,42.98,1,
989,,,2021-01-04T00:00:00+01:00,107,115,,3877.2,1,
990,,,2021-01-05T00:00:00+01:00,235,115,Landi Wasserschloss,40.5,1,
991,,,2021-01-08T00:00:00+01:00,232,115,eat.ch,57.86,1,
992,,,2021-02-26T00:00:00+01:00,208,107,PS5,463.32,1,
993,,,2021-02-26T00:00:00+01:00,111,107,PS5,35.68,1,
994,,,2021-01-22T00:00:00+01:00,107,115,Glaxus,172.95,1,
995,,,2021-01-25T00:00:00+01:00,172,115,Lohn Kevin,4500.0,1,
996,,,2021-01-27T00:00:00+01:00,113,222,HLK,2029.99,1,
997,,,2021-01-27T00:00:00+01:00,113,105,HLK,156.31,1,
998,,,2021-01-13T00:00:00+01:00,113,150,Förderbeitrag AG,800.0,1,
999,,,2021-01-13T00:00:00+01:00,113,105,Förderbeitrag AG,0.0,1,
1000,,,2021-01-27T00:00:00+01:00,113,222,HLK,437.51,1,
1001,,,2021-01-27T00:00:00+01:00,113,105,HLK,33.69,1,
1002,,,2021-01-27T00:00:00+01:00,113,222,HLK,315.0,1,
1003,,,2021-01-27T00:00:00+01:00,113,105,HLK,24.25,1,
1004,,,2021-01-27T00:00:00+01:00,113,222,HLK,1067.5,1,
1005,,,2021-01-27T00:00:00+01:00,113,105,HLK,82.2,1,
1006,,,2021-01-27T00:00:00+01:00,113,222,HLK,4679.99,1,
1007,,,2021-01-27T00:00:00+01:00,113,105,HLK,360.36,1,
1008,,,2021-02-11T00:00:00+01:00,113,150,GEAK ZG,915.0,1,
1009,,,2021-02-11T00:00:00+01:00,113,105,GEAK ZG,70.45,1,
1010,,,2021-02-11T00:00:00+01:00,113,222,HLK,910.35,1,
1011,,,2021-02-11T00:00:00+01:00,113,105,HLK,70.1,1,
1012,,,2021-02-11T00:00:00+01:00,113,150,GEAK AG,724.23,1,
1013,,,2021-02-11T00:00:00+01:00,113,105,GEAK AG,55.77,1,
1014,,,2021-02-11T00:00:00+01:00,113,222,HLK,789.23,1,
1015,,,2021-02-11T00:00:00+01:00,113,105,HLK,60.77,1,
1016,,,2021-02-11T00:00:00+01:00,113,150,Energienachweis AG,974.93,1,
1017,,,2021-02-11T00:00:00+01:00,113,105,Energienachweis AG,75.07,1,
1018,,,2021-02-11T00:00:00+01:00,113,150,Heizkörper,584.96,1,
1019,,,2021-02-11T00:00:00+01:00,113,105,Heizkörper,45.04,1,
1020,,,2021-02-17T00:00:00+01:00,113,150,Förderbeitrag Impulsberatung AG,350.0,1,
1021,,,2021-02-17T00:00:00+01:00,113,105,Förderbeitrag Impulsberatung AG,0.0,1,
1022,,,2021-02-26T00:00:00+01:00,113,222,HLK,717.5,1,
1023,,,2021-02-26T00:00:00+01:00,113,105,HLK,55.25,1,
1024,,,2021-02-26T00:00:00+01:00,113,222,HLK,805.01,1,
1025,,,2021-02-26T00:00:00+01:00,113,105,HLK,61.99,1,
1026,,,2021-02-26T00:00:00+01:00,113,222,HLK,1255.39,1,
1027,,,2021-02-26T00:00:00+01:00,113,105,HLK,96.66,1,
1028,,,2021-02-26T00:00:00+01:00,113,222,HLK,3120.01,1,
1029,,,2021-02-26T00:00:00+01:00,113,105,HLK,240.24,1,
1030,,,2021-02-26T00:00:00+01:00,113,222,HLK,1172.52,1,
1031,,,2021-02-26T00:00:00+01:00,113,105,HLK,90.28,1,
1032,,,2021-02-26T00:00:00+01:00,113,222,HLK,192.48,1,
1033,,,2021-02-26T00:00:00+01:00,113,105,HLK,14.82,1,
1034,,,2021-03-29T00:00:00+02:00,113,150,Förderbeitrag AG,800.0,1,
1035,,,2021-03-29T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
1036,,,2021-03-29T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung LU,350.0,1,
1037,,,2021-03-29T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung LU,0.0,1,
1038,,,2021-03-31T00:00:00+02:00,113,222,HLK,1785.0,1,
1039,,,2021-03-31T00:00:00+02:00,113,105,HLK,137.45,1,
1040,,,2021-03-31T00:00:00+02:00,113,222,HLK,420.01,1,
1041,,,2021-03-31T00:00:00+02:00,113,105,HLK,32.34,1,
1042,,,2021-03-31T00:00:00+02:00,113,222,HLK,175.02,1,
1043,,,2021-03-31T00:00:00+02:00,113,105,HLK,13.48,1,
1044,,,2021-03-31T00:00:00+02:00,113,222,HLK,455.01,1,
1045,,,2021-03-31T00:00:00+02:00,113,105,HLK,35.04,1,
1046,,,2021-03-31T00:00:00+02:00,113,222,HLK,385.0,1,
1047,,,2021-03-31T00:00:00+02:00,113,105,HLK,29.65,1,
1048,,,2021-03-31T00:00:00+02:00,113,222,HLK,3120.01,1,
1049,,,2021-03-31T00:00:00+02:00,113,105,HLK,240.24,1,
1050,,,2021-04-12T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung LU,350.0,1,
1051,,,2021-04-12T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung LU,0.0,1,
1052,,,2021-04-09T00:00:00+02:00,113,150,GEAK LU,817.08,1,
1053,,,2021-04-09T00:00:00+02:00,113,105,GEAK LU,62.92,1,
1054,,,2021-04-09T00:00:00+02:00,113,150,GEAK ZH,752.09,1,
1055,,,2021-04-09T00:00:00+02:00,113,105,GEAK ZH,57.91,1,
1056,,,2021-04-09T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung ZH,300.0,1,
1057,,,2021-04-09T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung ZH,0.0,1,
1058,,,2021-04-09T00:00:00+02:00,113,150,GEAK LU,817.08,1,
1059,,,2021-04-09T00:00:00+02:00,113,105,GEAK LU,62.92,1,
1060,,,2021-04-09T00:00:00+02:00,113,150,Förderbeitrag AG,1000.0,1,
1061,,,2021-04-09T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
1062,,,2021-04-16T00:00:00+02:00,113,150,GEAK AG,724.23,1,
1063,,,2021-04-16T00:00:00+02:00,113,105,GEAK AG,55.77,1,
1064,,,2021-04-29T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung AG,350.0,1,
1065,,,2021-04-29T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung AG,0.0,1,
1066,,,2021-04-29T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung AG,350.0,1,
1067,,,2021-04-29T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung AG,0.0,1,
1068,,,2021-05-05T00:00:00+02:00,113,222,HLK,157.52,1,
1069,,,2021-05-05T00:00:00+02:00,113,105,HLK,12.13,1,
1070,,,2021-05-05T00:00:00+02:00,113,222,HLK,752.51,1,
1071,,,2021-05-05T00:00:00+02:00,113,105,HLK,57.94,1,
1072,,,2021-05-05T00:00:00+02:00,113,222,HLK,1277.48,1,
1073,,,2021-05-05T00:00:00+02:00,113,105,HLK,98.37,1,
1074,,,2021-05-05T00:00:00+02:00,113,222,HLK,332.5,1,
1075,,,2021-05-05T00:00:00+02:00,113,105,HLK,25.6,1,
1076,,,2021-05-05T00:00:00+02:00,113,222,HLK,770.01,1,
1077,,,2021-05-05T00:00:00+02:00,113,105,HLK,59.29,1,
1078,,,2021-05-05T00:00:00+02:00,113,222,HLK,35.0,1,
1079,,,2021-05-05T00:00:00+02:00,113,105,HLK,2.7,1,
1080,,,2021-05-05T00:00:00+02:00,113,222,HLK,682.5,1,
1081,,,2021-05-05T00:00:00+02:00,113,105,HLK,52.55,1,
1082,,,2021-05-05T00:00:00+02:00,113,222,HLK,507.52,1,
1083,,,2021-05-05T00:00:00+02:00,113,105,HLK,39.08,1,
1084,,,2021-05-05T00:00:00+02:00,113,222,HLK,175.02,1,
1085,,,2021-05-05T00:00:00+02:00,113,105,HLK,13.48,1,
1086,,,2021-05-05T00:00:00+02:00,113,222,HLK,857.52,1,
1087,,,2021-05-05T00:00:00+02:00,113,105,HLK,66.03,1,
1088,,,2021-05-05T00:00:00+02:00,113,222,HLK,3120.01,1,
1089,,,2021-05-05T00:00:00+02:00,113,105,HLK,240.24,1,
1090,,,2021-05-05T00:00:00+02:00,113,222,HLK,3000.0,1,
1091,,,2021-05-05T00:00:00+02:00,113,105,HLK,231.0,1,
1092,,,2021-05-05T00:00:00+02:00,113,222,HLK,550.0,1,
1093,,,2021-05-05T00:00:00+02:00,113,105,HLK,42.35,1,
1094,,,2021-05-05T00:00:00+02:00,113,222,HLK,159.98,1,
1095,,,2021-05-05T00:00:00+02:00,113,105,HLK,12.32,1,
1096,,,2021-05-05T00:00:00+02:00,113,150,GEAK ZH,2300.0,1,
1097,,,2021-05-05T00:00:00+02:00,113,105,GEAK ZH,177.1,1,
1098,,,2021-05-05T00:00:00+02:00,113,150,Förderbeitrag ZH,800.0,1,
1099,,,2021-05-05T00:00:00+02:00,113,105,Förderbeitrag ZH,0.0,1,
1100,,,2021-06-04T00:00:00+02:00,113,150,GEAK ZH,1309.19,1,
1101,,,2021-06-04T00:00:00+02:00,113,105,GEAK ZH,100.81,1,
1102,,,2021-06-04T00:00:00+02:00,113,150,Förderbeitrag ZH,800.0,1,
1103,,,2021-06-04T00:00:00+02:00,113,105,Förderbeitrag ZH,0.0,1,
1104,,,2021-06-04T00:00:00+02:00,113,150,Förderbeitrag Impulsberatung AG,350.0,1,
1105,,,2021-06-04T00:00:00+02:00,113,105,Förderbeitrag Impulsberatung AG,0.0,1,
1106,,,2021-06-04T00:00:00+02:00,113,222,Energienachweis,650.0,1,
1107,,,2021-06-04T00:00:00+02:00,113,105,Energienachweis,50.05,1,
1108,,,2021-06-04T00:00:00+02:00,113,222,HLK,2400.0,1,
1109,,,2021-06-04T00:00:00+02:00,113,105,HLK,184.8,1,
1110,,,2021-06-04T00:00:00+02:00,113,222,HLK,244.99,1,
1111,,,2021-06-04T00:00:00+02:00,113,105,HLK,18.86,1,
1112,,,2021-06-04T00:00:00+02:00,113,222,HLK,140.02,1,
1113,,,2021-06-04T00:00:00+02:00,113,105,HLK,10.78,1,
1114,,,2021-06-04T00:00:00+02:00,113,222,HLK,402.51,1,
1115,,,2021-06-04T00:00:00+02:00,113,105,HLK,30.99,1,
1116,,,2021-06-04T00:00:00+02:00,113,222,HLK,577.48,1,
1117,,,2021-06-04T00:00:00+02:00,113,105,HLK,44.47,1,
1118,,,2021-06-04T00:00:00+02:00,113,222,HLK,35.0,1,
1119,,,2021-06-04T00:00:00+02:00,113,105,HLK,2.7,1,
1120,,,2021-06-04T00:00:00+02:00,113,222,HLK,87.51,1,
1121,,,2021-06-04T00:00:00+02:00,113,105,HLK,6.74,1,
1122,,,2021-06-04T00:00:00+02:00,113,222,HLK,3120.01,1,
1123,,,2021-06-04T00:00:00+02:00,113,105,HLK,240.24,1,
1124,,,2021-06-29T00:00:00+02:00,113,150,GEAK BL,1150.0,1,
1125,,,2021-06-29T00:00:00+02:00,113,105,GEAK BL,88.55,1,
1126,,,2021-07-06T00:00:00+02:00,113,222,HLK,175.02,1,
1127,,,2021-07-06T00:00:00+02:00,113,105,HLK,13.48,1,
1128,,,2021-07-06T00:00:00+02:00,113,222,HLK,1347.49,1,
1129,,,2021-07-06T00:00:00+02:00,113,105,HLK,103.76,1,
1130,,,2021-07-06T00:00:00+02:00,113,222,HLK,52.51,1,
1131,,,2021-07-06T00:00:00+02:00,113,105,HLK,4.04,1,
1132,,,2021-07-06T00:00:00+02:00,113,222,HLK,175.02,1,
1133,,,2021-07-06T00:00:00+02:00,113,105,HLK,13.48,1,
1134,,,2021-07-06T00:00:00+02:00,113,222,HLK,52.51,1,
1135,,,2021-07-06T00:00:00+02:00,113,105,HLK,4.04,1,
1136,,,2021-07-06T00:00:00+02:00,113,222,HLK,1137.51,1,
1137,,,2021-07-06T00:00:00+02:00,113,105,HLK,87.59,1,
1138,,,2021-07-06T00:00:00+02:00,113,222,HLK,4450.0,1,
1139,,,2021-07-06T00:00:00+02:00,113,105,HLK,342.65,1,
1140,,,2021-08-27T00:00:00+02:00,113,222,HLK,2670.01,1,
1141,,,2021-08-27T00:00:00+02:00,113,105,HLK,205.59,1,
1142,,,2021-07-13T00:00:00+02:00,113,150,Förderbeitrag AG,1000.0,1,
1143,,,2021-07-13T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
1144,,,2021-07-19T00:00:00+02:00,113,150,Förderbeitrag AG,1000.0,1,
1145,,,2021-07-19T00:00:00+02:00,113,105,Förderbeitrag AG,0.0,1,
1146,,,2021-08-24T00:00:00+02:00,113,150,GEAK AG,724.23,1,
1147,,,2021-08-24T00:00:00+02:00,113,105,GEAK AG,55.77,1,
1148,,,2021-08-27T00:00:00+02:00,113,222,HLK,3120.01,1,
1149,,,2021-08-27T00:00:00+02:00,113,105,HLK,240.24,1,
1150,,,2021-08-27T00:00:00+02:00,113,222,HLK,315.0,1,
1151,,,2021-08-27T00:00:00+02:00,113,105,HLK,24.25,1,
1152,,,2021-08-27T00:00:00+02:00,113,222,HLK,279.99,1,
1153,,,2021-08-27T00:00:00+02:00,113,105,HLK,21.56,1,
1154,,,2021-08-27T00:00:00+02:00,113,222,HLK,297.49,1,
1155,,,2021-08-27T00:00:00+02:00,113,105,HLK,22.91,1,
1156,,,2021-08-27T00:00:00+02:00,113,222,HLK,175.02,1,
1157,,,2021-08-27T00:00:00+02:00,113,105,HLK,13.48,1,
1158,,,2021-08-27T00:00:00+02:00,113,222,HLK,1697.49,1,
1159,,,2021-08-27T00:00:00+02:00,113,105,HLK,130.71,1,
1160,,,2021-08-27T00:00:00+02:00,113,222,HLK,4000.0,1,
1161,,,2021-08-27T00:00:00+02:00,113,105,HLK,308.0,1,
1162,,,2021-08-27T00:00:00+02:00,113,222,HLK,2367.69,1,
1163,,,2021-08-27T00:00:00+02:00,113,105,HLK,182.31,1,
1164,,,2021-09-28T00:00:00+02:00,113,222,HLK,927.48,1,
1165,,,2021-09-28T00:00:00+02:00,113,105,HLK,71.42,1,
1166,,,2021-09-28T00:00:00+02:00,113,222,HLK,52.51,1,
1167,,,2021-09-28T00:00:00+02:00,113,105,HLK,4.04,1,
1168,,,2021-09-28T00:00:00+02:00,113,222,HLK,35.0,1,
1169,,,2021-09-28T00:00:00+02:00,113,105,HLK,2.7,1,
1170,,,2021-09-28T00:00:00+02:00,113,222,HLK,2012.49,1,
1171,,,2021-09-28T00:00:00+02:00,113,105,HLK,154.96,1,
1172,,,2021-09-28T00:00:00+02:00,113,222,HLK,1207.52,1,
1173,,,2021-09-28T00:00:00+02:00,113,105,HLK,92.98,1,
1174,,,2021-09-28T00:00:00+02:00,113,222,HLK,315.0,1,
1175,,,2021-09-28T00:00:00+02:00,113,105,HLK,24.25,1,
1176,,,2021-09-28T00:00:00+02:00,113,222,HLK,3120.01,1,
1177,,,2021-09-28T00:00:00+02:00,113,105,HLK,240.24,1,
1178,,,2021-09-28T00:00:00+02:00,113,150,GEAK BS,2720.01,1,
1179,,,2021-09-28T00:00:00+02:00,113,105,GEAK BS,209.44,1,
1180,,,2021-09-28T00:00:00+02:00,113,150,GEAK GR,2744.99,1,
1181,,,2021-09-28T00:00:00+02:00,113,105,GEAK GR,211.36,1,
1182,,,2021-11-02T00:00:00+01:00,113,222,HLK,682.5,1,
1183,,,2021-11-02T00:00:00+01:00,113,105,HLK,52.55,1,
1184,,,2021-11-02T00:00:00+01:00,113,222,HLK,87.51,1,
1185,,,2021-11-02T00:00:00+01:00,113,105,HLK,6.74,1,
1186,,,2021-11-02T00:00:00+01:00,113,222,HLK,157.52,1,
1187,,,2021-11-02T00:00:00+01:00,113,105,HLK,12.13,1,
1188,,,2021-11-02T00:00:00+01:00,113,222,HLK,105.01,1,
1189,,,2021-11-02T00:00:00+01:00,113,105,HLK,8.09,1,
1190,,,2021-11-02T00:00:00+01:00,113,222,HLK,612.49,1,
1191,,,2021-11-02T00:00:00+01:00,113,105,HLK,47.16,1,
1192,,,2021-11-02T00:00:00+01:00,113,222,HLK,3156.92,1,
1193,,,2021-11-02T00:00:00+01:00,113,105,HLK,243.08,1,
1194,,,2021-11-02T00:00:00+01:00,113,222,HLK,507.52,1,
1195,,,2021-11-02T00:00:00+01:00,113,105,HLK,39.08,1,
1196,,,2021-11-02T00:00:00+01:00,113,222,HLK,35.0,1,
1197,,,2021-11-02T00:00:00+01:00,113,105,HLK,2.7,1,
1198,,,2021-11-02T00:00:00+01:00,113,222,HLK,87.51,1,
1199,,,2021-11-02T00:00:00+01:00,113,105,HLK,6.74,1,
1200,,,2021-11-02T00:00:00+01:00,113,222,HLK,70.01,1,
1201,,,2021-11-02T00:00:00+01:00,113,105,HLK,5.39,1,
1202,,,2021-11-02T00:00:00+01:00,113,222,HLK,332.5,1,
1203,,,2021-11-02T00:00:00+01:00,113,105,HLK,25.6,1,
1204,,,2021-11-04T00:00:00+01:00,113,150,Förderbeitrag ZH,800.0,1,
1205,,,2021-11-04T00:00:00+01:00,113,105,Förderbeitrag ZH,0.0,1,
1206,,,2021-11-05T00:00:00+01:00,113,150,GEAK,2831.94,1,
1207,,,2021-11-05T00:00:00+01:00,113,105,GEAK,218.06,1,
1208,,,2021-11-12T00:00:00+01:00,113,150,Förderbeitrag AG,1500.0,1,
1209,,,2021-11-12T00:00:00+01:00,113,105,Förderbeitrag AG,0.0,1,
1210,,,2021-12-03T00:00:00+01:00,113,222,HLK,11300.0,1,
1211,,,2021-12-03T00:00:00+01:00,113,105,HLK,870.1,1,
1212,,,2021-12-06T00:00:00+01:00,113,222,HLK,3120.01,1,
1213,,,2021-12-06T00:00:00+01:00,113,105,HLK,240.24,1,
1214,,,2021-12-03T00:00:00+01:00,113,222,HLK,262.49,1,
1215,,,2021-12-03T00:00:00+01:00,113,105,HLK,20.21,1,
1216,,,2021-12-03T00:00:00+01:00,113,222,HLK,87.51,1,
1217,,,2021-12-03T00:00:00+01:00,113,105,HLK,6.74,1,
1218,,,2021-12-03T00:00:00+01:00,113,222,HLK,1137.51,1,
1219,,,2021-12-03T00:00:00+01:00,113,105,HLK,87.59,1,
1220,,,2021-12-03T00:00:00+01:00,113,222,HLK,35.0,1,
1221,,,2021-12-03T00:00:00+01:00,113,105,HLK,2.7,1,
1222,,,2021-12-03T00:00:00+01:00,113,222,HLK,52.51,1,
1223,,,2021-12-03T00:00:00+01:00,113,105,HLK,4.04,1,
1224,,,2021-12-27T00:00:00+01:00,113,222,HLK,140.02,1,
1225,,,2021-12-27T00:00:00+01:00,113,105,HLK,10.78,1,
1226,,,2021-12-27T00:00:00+01:00,113,222,HLK,70.01,1,
1227,,,2021-12-27T00:00:00+01:00,113,105,HLK,5.39,1,
1228,,,2021-12-27T00:00:00+01:00,113,222,HLK,157.52,1,
1229,,,2021-12-27T00:00:00+01:00,113,105,HLK,12.13,1,
1230,,,2021-12-27T00:00:00+01:00,113,222,HLK,332.5,1,
1231,,,2021-12-27T00:00:00+01:00,113,105,HLK,25.6,1,
1232,,,2021-12-27T00:00:00+01:00,113,222,HLK,1000.0,1,
1233,,,2021-12-27T00:00:00+01:00,113,105,HLK,77.0,1,
1234,,,2021-12-27T00:00:00+01:00,113,222,HLK,1183.84,1,
1235,,,2021-12-27T00:00:00+01:00,113,105,HLK,91.16,1,
1236,,,2021-12-27T00:00:00+01:00,113,222,HLK,87.51,1,
1237,,,2021-12-27T00:00:00+01:00,113,105,HLK,6.74,1,
1238,,,2021-12-27T00:00:00+01:00,113,222,HLK,1365.0,1,
1239,,,2021-12-27T00:00:00+01:00,113,105,HLK,105.1,1,
1240,,,2021-12-27T00:00:00+01:00,113,222,HLK,1374.19,1,
1241,,,2021-12-27T00:00:00+01:00,113,105,HLK,105.81,1,
1242,,,2021-12-27T00:00:00+01:00,113,222,HLK,92.15,1,
1243,,,2021-12-27T00:00:00+01:00,113,105,HLK,7.1,1,
1244,,KbBill,2022-07-11T00:00:00+02:00,226,107,(Lieferantenrechnung erstellt) Vorlageprov.,22.01,1,f4685263-3bac-4b45-9e1e-8981d7e4234e
1245,,KbBill,2022-07-11T00:00:00+02:00,111,107,(Lieferantenrechnung erstellt) Vorlageprov.,1.69,1,f4685263-3bac-4b45-9e1e-8981d7e4234e
1246,,KbBill,2022-07-11T00:00:00+02:00,226,107,(Lieferantenrechnung erstellt) Nicht Steuerbar,8.15,1,f4685263-3bac-4b45-9e1e-8981d7e4234e
1248,,KbBill,2022-06-10T00:00:00+02:00,178,107,(Lieferantenrechnung erstellt) Akontorechnung 6/22,3717.0,1,22806d19-ca58-473c-8cc9-54ce5db15cfc
1250,,KbBill,2022-07-05T00:00:00+02:00,202,107,(Lieferantenrechnung erstellt) Drucker,44.66,1,c8fbb4d8-5568-400e-95d9-dcec2d6a7550
1251,,KbBill,2022-07-05T00:00:00+02:00,111,107,(Lieferantenrechnung erstellt) Drucker,3.44,1,c8fbb4d8-5568-400e-95d9-dcec2d6a7550
1252,,KbBill,2022-07-11T00:00:00+02:00,202,107,(Lieferantenrechnung erstellt) Drucker,209.98,1,2c10ad1f-7274-41d8-8120-2828c941862f
